datestr,cases,deaths,device_count,full_time_work_behavior_devices,part_time_work_behavior_devices,completely_home_device_count,delivery_behavior_devices,candidate_device_count,sheltering_in_place_percent,total_pop,total_spend,num_cards,county,county_name,state_abbr,county Geometry longitude,county Geometry latitude
2020-05-03T00:00:00.000Z,25,0,193,5,6,42,5,428,0.21761658031088082,5832,2537.6745071411133,70.60114669799805,13259,Stewart,GA,-84.8349117,32.073225
2020-05-03T00:00:00.000Z,388,28,1787,31,72,600,40,3931,0.33575825405707893,30687,19881.214935302734,611.1243505477905,13261,Sumter,GA,-84.2042935,32.0422659
2020-05-03T00:00:00.000Z,25,1,334,10,13,114,13,696,0.3413173652694611,6423,2133.1454010009766,61.43519973754883,13263,Talbot,GA,-84.5300288,32.7046026
2020-05-03T00:00:00.000Z,1,0,54,3,3,23,3,142,0.42592592592592593,1844,754.7838592529297,14.547137022018433,13265,Taliaferro,GA,-82.8752721,33.559319
2020-05-03T00:00:00.000Z,9,0,1390,21,60,395,22,2778,0.2841726618705036,25402,6772.885200500488,198.78679966926575,13267,Tattnall,GA,-82.0592081,32.0437683
2020-05-03T00:00:00.000Z,18,2,549,7,20,137,8,1130,0.2495446265938069,8267,2809.140594482422,67.18193435668945,13269,Taylor,GA,-84.2514261,32.5546668
2020-05-03T00:00:00.000Z,28,0,704,10,24,180,15,1572,0.2556818181818182,16339,4081.6634216308594,130.1933741569519,13271,Telfair,GA,-82.9310634,31.9136406
2020-05-03T00:00:00.000Z,186,19,465,11,15,121,13,1096,0.26021505376344084,8978,6697.111175537109,247.66517162322998,13273,Terrell,GA,-84.4394464,31.7771909
2020-05-03T00:00:00.000Z,191,19,3126,48,127,1043,64,7281,0.33365323096609084,44909,15361.947845458984,515.6845569610596,13275,Thomas,GA,-83.9198155,30.8646195
2020-05-03T00:00:00.000Z,127,5,2735,39,106,818,61,6158,0.2990859232175503,40531,25853.6736907959,728.096736907959,13277,Tift,GA,-83.5259307,31.4570027
2020-05-03T00:00:00.000Z,34,3,1947,32,99,540,62,4084,0.2773497688751926,27160,14488.695083618164,405.48580503463745,13279,Toombs,GA,-82.3306257,32.1178118
2020-05-03T00:00:00.000Z,20,1,759,15,27,317,15,1858,0.4176548089591568,11173,1503.5523147583008,46.54895257949829,13281,Towns,GA,-83.7322645,34.9025294
2020-05-03T00:00:00.000Z,3,0,422,11,32,110,14,887,0.26066350710900477,6752,3000.481430053711,80.46346855163574,13283,Treutlen,GA,-82.5708819,32.4095857
2020-05-03T00:00:00.000Z,154,4,5196,66,230,1636,158,10720,0.31485758275596615,69433,36210.468658447266,1265.1652927398682,13285,Troup,GA,-85.02836,33.034482
2020-05-03T00:00:00.000Z,68,9,583,14,21,158,17,1357,0.27101200686106347,8036,7072.5147705078125,212.29404067993164,13287,Turner,GA,-83.6203195,31.7248005
2020-05-03T00:00:00.000Z,8,0,558,9,14,169,12,1131,0.30286738351254483,8323,3864.0975189208984,86.52923536300659,13289,Twiggs,GA,-83.4258792,32.6658469
2020-05-03T00:00:00.000Z,31,1,1821,24,72,699,27,3996,0.38385502471169686,22262,4666.466110795736,99.37136477977037,13291,Union,GA,-83.9892568,34.833333
2020-05-03T00:00:00.000Z,230,20,2026,32,66,610,65,4342,0.3010858835143139,26241,18068.937713623047,487.0418977737427,13293,Upson,GA,-84.2922831,32.8818367
2020-05-03T00:00:00.000Z,51,0,5097,60,185,1558,127,10867,0.3056700019619384,68609,25842.367919921875,782.896147608757,13295,Walker,GA,-85.3054565,34.735802
2020-05-03T00:00:00.000Z,133,4,8432,91,316,2756,190,14852,0.32685009487666034,88695,36532.76705932617,1111.9431924819946,13297,Walton,GA,-83.731829,33.7838866
2020-05-03T00:00:00.000Z,130,11,2359,46,94,709,65,5174,0.30055108096651123,35688,20468.109901428223,644.0043256282806,13299,Ware,GA,-82.4215072,31.050881
2020-05-03T00:00:00.000Z,13,0,253,6,6,68,7,554,0.26877470355731226,5410,2294.2682037353516,77.41014575958252,13301,Warren,GA,-82.6880123,33.4191691
